nid x y z tc rc
       1               3             1.5               0       0       0
       3          2.8125             1.5               0       0       0
      97          2.8125          1.3125               0       0       0
      96               3          1.3125               0       0       0
       4           2.625             1.5               0       0       0
      98           2.625          1.3125               0       0       0
       5          2.4375             1.5               0       0       0
      99          2.4375          1.3125               0       0       0
       6            2.25             1.5               0       0       0
     100            2.25          1.3125               0       0       0
       7          2.0625             1.5               0       0       0
     101          2.0625          1.3125               0       0       0
       8           1.875             1.5               0       0       0
     102           1.875          1.3125               0       0       0
       9          1.6875             1.5               0       0       0
     103          1.6875          1.3125               0       0       0
      10             1.5             1.5               0       0       0
     104             1.5          1.3125               0       0       0
      11          1.3125             1.5               0       0       0
     105          1.3125          1.3125               0       0       0
      12           1.125             1.5               0       0       0
     106           1.125          1.3125               0       0       0
      13          0.9375             1.5               0       0       0
     107          0.9375          1.3125               0       0       0
      14            0.75             1.5               0       0       0
     108            0.75          1.3125               0       0       0
      15          0.5625             1.5               0       0       0
     109          0.5625          1.3125               0       0       0
      16           0.375             1.5               0       0       0
     110           0.375          1.3125               0       0       0
      17          0.1875             1.5               0       0       0
     111          0.1875          1.3125               0       0       0
      18               0             1.5               0       0       0
     112               0          1.3125               0       0       0
      19         -0.1875             1.5               0       0       0
     113         -0.1875          1.3125               0       0       0
      20          -0.375             1.5               0       0       0
     114          -0.375          1.3125               0       0       0
      21         -0.5625             1.5               0       0       0
     115         -0.5625          1.3125               0       0       0
      22           -0.75             1.5               0       0       0
     116           -0.75          1.3125               0       0       0
      23         -0.9375             1.5               0       0       0
     117         -0.9375          1.3125               0       0       0
      24          -1.125             1.5               0       0       0
     118          -1.125          1.3125               0       0       0
      25         -1.3125             1.5               0       0       0
     119         -1.3125          1.3125               0       0       0
      26            -1.5             1.5               0       0       0
     120            -1.5          1.3125               0       0       0
      27         -1.6875             1.5               0       0       0
     121         -1.6875          1.3125               0       0       0
      28          -1.875             1.5               0       0       0
     122          -1.875          1.3125               0       0       0
      29         -2.0625             1.5               0       0       0
     123         -2.0625          1.3125               0       0       0
      30           -2.25             1.5               0       0       0
     124           -2.25          1.3125               0       0       0
      31         -2.4375             1.5               0       0       0
     125         -2.4375          1.3125               0       0       0
      32          -2.625             1.5               0       0       0
     126          -2.625          1.3125               0       0       0
      33         -2.8125             1.5               0       0       0
     127         -2.8125          1.3125               0       0       0
       2              -3             1.5               0       0       0
      35              -3          1.3125               0       0       0
     128          2.8125           1.125               0       0       0
      95               3           1.125               0       0       0
     129           2.625           1.125               0       0       0
     130          2.4375           1.125               0       0       0
     131            2.25           1.125               0       0       0
     132          2.0625           1.125               0       0       0
     133           1.875           1.125               0       0       0
     134          1.6875           1.125               0       0       0
     135             1.5           1.125               0       0       0
     136          1.3125           1.125               0       0       0
     137           1.125           1.125               0       0       0
     138          0.9375           1.125               0       0       0
     139            0.75           1.125               0       0       0
     140          0.5625           1.125               0       0       0
     141           0.375           1.125               0       0       0
     142          0.1875           1.125               0       0       0
     143               0           1.125               0       0       0
     144         -0.1875           1.125               0       0       0
     145          -0.375           1.125               0       0       0
     146         -0.5625           1.125               0       0       0
     147           -0.75           1.125               0       0       0
     148         -0.9375           1.125               0       0       0
     149          -1.125           1.125               0       0       0
